,Manufacturer,Permit Number,DATE,VIN NUMBER,"VEHICLE IS CAPABLE OF OPERATING WITHOUT A DRIVER
(Yes or No)","DRIVER PRESENT
(Yes or No)","DISENGAGEMENT INITIATED BY
(AV System, Test Driver, Remote Operator, or Passenger)","DISENGAGEMENT
LOCATION
(Interstate, Freeway, Highway, Rural Road, Street, or Parking Facility)",DESCRIPTION OF FACTS CAUSING DISENGAGEMENT
99,aiMotive Inc.,AVT036,2023-03-29,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with lane change maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
100,aiMotive Inc.,AVT036,2023-03-30,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with cut in maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
101,aiMotive Inc.,AVT036,2023-03-30,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
102,aiMotive Inc.,AVT036,2023-03-30,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with lane change maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
103,aiMotive Inc.,AVT036,2023-03-30,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
104,aiMotive Inc.,AVT036,2023-03-31,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with lane change maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
105,aiMotive Inc.,AVT036,2023-03-31,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
106,aiMotive Inc.,AVT036,2023-03-31,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
107,aiMotive Inc.,AVT036,2023-03-31,4T1B21HK3KU514477,No,Yes,Test driver,Highway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
108,aiMotive Inc.,AVT036,2023-04-03,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
109,aiMotive Inc.,AVT036,2023-04-03,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
110,aiMotive Inc.,AVT036,2023-04-03,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
111,aiMotive Inc.,AVT036,2023-04-04,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
112,aiMotive Inc.,AVT036,2023-04-04,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
113,aiMotive Inc.,AVT036,2023-04-05,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with the SW unable to perform the lane change manuever safely. Root cause: lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
114,aiMotive Inc.,AVT036,2023-04-05,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
115,aiMotive Inc.,AVT036,2023-04-06,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to inappropriate braking, caused by perception issue.  Root cause: trajectory calculation issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
116,aiMotive Inc.,AVT036,2023-04-06,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
117,aiMotive Inc.,AVT036,2023-04-06,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
118,aiMotive Inc.,AVT036,2023-04-06,4T1B21HK3KU514477,No,Yes,Test driver,Highway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
119,aiMotive Inc.,AVT036,2023-04-06,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due derbis on the road.  Root cause: precaution. Conditions: Non-inclement weather, dry roads, no other factors involved."
120,aiMotive Inc.,AVT036,2023-04-07,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with lane change maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
121,aiMotive Inc.,AVT036,2023-04-07,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
122,aiMotive Inc.,AVT036,2023-04-07,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
123,aiMotive Inc.,AVT036,2023-04-07,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
124,aiMotive Inc.,AVT036,2023-04-07,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
125,aiMotive Inc.,AVT036,2023-04-10,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
126,aiMotive Inc.,AVT036,2023-04-10,4T1B21HK6KU514747,No,Yes,Test driver,Highway,"Safety Driver disengaged autonomous mode due to issue with cut in maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
127,aiMotive Inc.,AVT036,2023-04-10,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
128,aiMotive Inc.,AVT036,2023-04-10,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
129,aiMotive Inc.,AVT036,2023-04-10,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
130,aiMotive Inc.,AVT036,2023-04-10,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
131,aiMotive Inc.,AVT036,2023-04-11,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with the SW unable to perform the lane change manuever safely. Root cause: lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
132,aiMotive Inc.,AVT036,2023-04-11,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
133,aiMotive Inc.,AVT036,2023-04-11,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode as a precaution for keeping distance from vehicle parked on side. Root cause: precaution. Conditions: Non-inclement weather, dry roads, no other factors involved."
134,aiMotive Inc.,AVT036,2023-04-11,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode as a precaution for keeping distance from vehicle parked on side. Root cause: precaution. Conditions: Non-inclement weather, dry roads, no other factors involved."
135,aiMotive Inc.,AVT036,2023-04-11,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode upon judging that vehicle was too close to road/lane boundary. Root cause: object, lane detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
136,aiMotive Inc.,AVT036,2023-04-12,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with catching up maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
137,aiMotive Inc.,AVT036,2023-04-12,4T1B21HK3KU514477,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with lane change maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
138,aiMotive Inc.,AVT036,2023-04-12,4T1B21HK6KU514747,No,Yes,Test driver,Freeway,"Safety Driver disengaged autonomous mode due to issue with lane change maneuver because of insufficient distance keeping from other vehicles. Root cause: object detection or other issue. Conditions: Non-inclement weather, dry roads, no other factors involved."
