,Manufacturer,year,preprocessed
527,AC,23,ensure stopping traffic_light stop line cause improper traffic_light stop line detection
528,AC,23,close road lane boundary cause object lane detection
529,AC,23,ensure stopping traffic_light stop line cause improper traffic_light stop line detection
530,AC,23,perform steering correct trajectory cause trajectory calculation
531,AC,23,close road lane boundary cause object lane detection
532,AC,23,ensure stopping traffic_light stop line cause improper traffic_light stop line detection
533,AC,23,ensure stopping traffic_light stop line cause improper traffic_light stop line detection
534,AC,23,improper braking caused falsely perception stop line cause object detection
535,AC,23,ensure stopping traffic_light stop line cause improper traffic_light stop line detection
536,AC,23,ensure stopping traffic_light stop line cause improper traffic_light stop line detection
537,AC,23,close road lane boundary cause object lane detection
538,AC,23,perform steering correct trajectory cause trajectory calculation
539,AC,23,close road lane boundary cause object lane detection
540,AC,23,close road lane boundary cause object lane detection
541,AC,23,perform steering correct trajectory cause trajectory calculation
542,AC,23,close road lane boundary cause object lane detection
543,AC,23,perform steering correct trajectory cause trajectory calculation
544,AC,23,close road lane boundary cause object lane detection
545,AC,23,close road lane boundary cause object lane detection
546,AC,23,ensure stopping traffic_light stop line cause improper traffic_light stop line detection
547,AC,23,close road lane boundary cause object lane detection
548,AC,23,close road lane boundary cause object lane detection
549,AC,23,close road lane boundary cause object lane detection
550,AC,23,close road lane boundary cause object lane detection
551,AC,23,lane_change insufficient distance keeping cause object detection
552,AC,23,sw perform lane_change manuever safely cause lane detection
553,AC,23,sw perform lane_change manuever safely cause lane detection
554,AC,23,close road lane boundary cause object lane detection
555,AC,23,close road lane boundary cause object lane detection
556,AC,23,close road lane boundary cause object lane detection
557,AC,23,close road lane boundary cause object lane detection
558,AC,23,close road lane boundary cause object lane detection
559,AC,23,close road lane boundary cause object lane detection
560,AC,23,close road lane boundary cause object lane detection
561,AC,23,close road lane boundary cause object lane detection
562,AC,23,close road lane boundary cause object lane detection
563,AC,23,close road lane boundary cause object lane detection
564,AC,23,close road lane boundary cause object lane detection
565,AC,23,close road lane boundary cause object lane detection
566,AC,23,close road lane boundary cause object lane detection
567,AC,23,close road lane boundary cause object lane detection
568,AC,23,close road lane boundary cause object lane detection
569,AC,23,close road lane boundary cause object lane detection
570,AC,23,close road lane boundary cause object lane detection
571,AC,23,close road lane boundary cause object lane detection
572,AC,23,lane_change insufficient distance keeping cause object detection
573,AC,23,sw perform lane_change manuever safely cause lane detection
574,AC,23,sw perform lane_change manuever safely cause lane detection
575,AC,23,sw perform lane_change manuever safely cause lane detection
576,AC,23,close road lane boundary cause object lane detection
577,AC,23,close road lane boundary cause object lane detection
578,AC,23,close road lane boundary cause object lane detection
579,AC,23,close road lane boundary cause object lane detection
580,AC,23,close road lane boundary cause object lane detection
581,AC,23,close road lane boundary cause object lane detection
582,AC,23,close road lane boundary cause object lane detection
583,AC,23,close road lane boundary cause object lane detection
584,AC,23,close road lane boundary cause object lane detection
585,AC,23,close road lane boundary cause object lane detection
586,AC,23,close road lane boundary cause object lane detection
587,AC,23,close road lane boundary cause object lane detection
588,AC,23,close road lane boundary cause object lane detection
589,AC,23,close road lane boundary cause object lane detection
590,AC,23,close road lane boundary cause object lane detection
591,AC,23,sw perform lane_change manuever safely cause lane detection
592,AC,23,sw perform lane_change manuever safely cause lane detection
593,AC,23,close road lane boundary cause object lane detection
594,AC,23,close road lane boundary cause object lane detection
595,AC,23,close road lane boundary cause object lane detection
596,AC,23,close road lane boundary cause object lane detection
597,AC,23,close road lane boundary cause object lane detection
598,AC,23,close road lane boundary cause object lane detection
599,AC,23,close road lane boundary cause object lane detection
600,AC,23,close road lane boundary cause object lane detection
601,AC,23,close road lane boundary cause object lane detection
602,AC,23,close road lane boundary cause object lane detection
603,AC,23,close road lane boundary cause object lane detection
604,AC,23,close road lane boundary cause object lane detection
605,AC,23,close road lane boundary cause object lane detection
